,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
137,RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.,BuzzLightYear,29256,1577,Milky Way Galaxy,False,0,440,2020-01-23 00:03:33
138,RT @PalmerReport: Donald Trump is losing his impeachment trial in the only way that matters https://t.co/ZhcIodA1Ku,Jennette,10864,198,,False,0,7,2020-01-23 00:03:32
139,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",Ben DeShon,85040,493,"Cutesville, USA",False,0,1589,2020-01-23 00:03:32
140,RT @skolanach: Donald Trump’s speech but it speeds up every time he sniffs https://t.co/5COTOZf7hU,G C,110601,969,"SF/Bay Area, CA",False,0,50,2020-01-23 00:03:32
141,RT @allareblessed: Tulsi Gabbard is a Democrat in the way Donald Trump is a Christian.,Miz Represented,88208,11274,United States,False,0,2,2020-01-23 00:03:31
142,"RT @charliekirk11: Imagine the media outrage if Donald Trump did something like this

🤔

 https://t.co/K2H2y3m73L",Triz,1512,3,,False,0,919,2020-01-23 00:03:30
143,"RT @american2084: 💥What terrible things will Trump do after the corrupt GOP Senate exonerates him?

Trump has never been held accountable i…",Margo Todd ❄️🌊,118526,4262,,False,0,31,2020-01-23 00:03:30
144,"RT @shossy2: ""Honestly, we have all the material,"" ""They don't have the material.""- Donald tRump
That's really all you need to know today
H…",Donna,78711,1012,USA,False,0,181,2020-01-23 00:03:30
145,Tell the Senate: Convict &amp; remove Donald Trump. https://t.co/Iszc5CBkAB{{https://t.co/g2XkourzXC}}&amp;source=ADS_FACEB… https://t.co/MSmwMJ0njp,Ambnt1,85236,71,"Florida, USA",False,0,0,2020-01-23 00:03:30
146,"RT @american2084: 💥What terrible things will Trump do after the corrupt GOP Senate exonerates him?

Trump has never been held accountable i…","Rodney""Reciprocity”Claeys #DisloyalToTrump",374497,18471,#DemCastTX,False,0,31,2020-01-23 00:03:30
147,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Genesis Fans,107826,26065,South Gate,False,0,59,2020-01-23 00:03:30
148,RT @girlsreallyrule: Lead Manager Adam Schiff starts his opening statement today with a quote from Alexander Hamilton (see below) and sayin…,Lulu Valencia,7131,685,,False,0,1107,2020-01-23 00:03:30
149,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,ROB DANIELS,20314,136,"PRINCE EDWARD ISLAND, CANADA",False,0,2652,2020-01-23 00:03:30
150,"RT @RichieFed: Excuse me, @MariaBartiromo, but the only legacy that Donald Trump will have is one of real corruption.",RichieFed 🏳️‍🌈🇮🇹🇺🇸,24197,21651,,False,0,2,2020-01-23 00:03:29
151,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",Tess,231041,2498,"Florida, USA",False,0,176,2020-01-23 00:03:29
152,RT @Thomas1774Paine: ‘Donald Trump’s Worst Nightmare’ Imprisoned in El Chapo’s Former Cell in Manhattan https://t.co/UKF3HrgECy,Rosie,46298,5891,USA,False,0,10,2020-01-23 00:03:29
153,"RT @PalmerReport: Donald Trump's day so far:

- Confesses that he's sitting on incriminating evidence against himself
- The idiot just scre…",SAYiayia,2033,108,"San Antonio, TX",False,0,1581,2020-01-23 00:03:29
154,"RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.

LIBS: https:…",Brad Potter,1177,110,,False,0,405,2020-01-23 00:03:29
155,RT @Dar_Thatcher: Eric Trump old interview resurfaces: 'We don't rely on banks. We have all the funding we need out of Russia' https://t.co…,Gigi 🌸,12744,15475,Earth,False,0,2401,2020-01-23 00:03:28
156,RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.,Jim P,18918,1042,"Ohio, USA",False,0,440,2020-01-23 00:03:27
157,"RT @BobMilbrandt: This is my President!

Trump to become first president to speak at the March for Life

https://t.co/U0vS7IzEbj",Fred,10867,113,Canada,False,0,1,2020-01-23 00:03:27
158,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",August Sprung,63456,478,,False,0,983,2020-01-23 00:03:26
159,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Donald Hump,45649,621,,False,0,59,2020-01-23 00:03:26
160,RT @maadisonnray: god rlly took mac miller and not donald trump wtf,joss🤦🏻‍♀️,19545,587,probably sleeping,False,0,257,2020-01-23 00:03:26
161,"RT @allidoisowen: I’m heading into court for calling the impeachment of President Donald Trump a scam. 

Wish me luck https://t.co/wavDCJ9o…",beegee,68533,1984,United States,False,0,2125,2020-01-23 00:03:26
162,"RT @BelkissObadia: HEY REPUBLICANS WE ARE WATCHING EVERY MINUTE

🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨
You are withholding 71 documents and blocking 12 witnesses fro…",BEAUTIFUL LIBERAL HACK,69914,3581,CLOUD 13,False,0,43,2020-01-23 00:03:25
163,I SATAN A BRITISH LUCIFERIAN KNIGHT FOR PRINCE HARRY AND THE ROYAL FAMILY OFFER ALL RETIRED GE EMPLOYEES OF TUNGSTE… https://t.co/COESiawgAK,Satan BritishLuciferianKnight4PrinceHarry,16646,1893,United Kingdom,False,0,0,2020-01-23 00:03:25
164,"When Trump dies, I hope he experiences all of the maladies that he has denied or ridiculed. Karma is a bitch, Donal… https://t.co/4O7ojFLZjY",Keep Paddling,16543,131,,False,0,0,2020-01-23 00:03:25
165,"RT @kylegriffin1: Mother Jones reports that Robert Hyde, the new player in the Trump-Ukraine scandal, has been a consultant for a mysteriou…",Rocco Cocco aka @racoccojr,5521,180,"Chapel Hill, NC USA",False,0,1501,2020-01-23 00:03:25
166,"RT @HouseIntel: Giuliani admitted that he was asking Ukraine to work on investigations that could be “very, very helpful” to the President.…",TribunaMag.com 🇨🇷🌎,38957,561,Costa Rica / NYC / LA / BARCELONA,False,0,606,2020-01-23 00:03:24
167,"RT @PalmerReport: Donald Trump's day so far:

- Confesses that he's sitting on incriminating evidence against himself
- The idiot just scre…",Gwen Ann Rozarie 🇺🇸🦅🌊🌈,18807,5496,"Connecticut, USA",False,0,1581,2020-01-23 00:03:24
168,"RT @News5AKSYON: Activist Greta Thunberg said on Tuesday planting trees was not enough to address climate change, in an apparent rebuke to…",PHL News Insider,244188,793,,False,0,2,2020-01-23 00:03:24
169,"March for Life 
This right here is one of the reasons I love
President Donald J. Trump
#StopTheAmericanHolocaust https://t.co/jLuoQWlP0a",Herman Munster,91237,18172,"NO LIST, NO DM Love God",False,2,1,2020-01-23 00:03:24
170,RT @RuthStone6: @EliseStefanik I would like your response to this statement by Donald Trump at Davos today. I am a constituent and a senior…,Laura Hennessey 🆘,190730,1465,,False,0,53,2020-01-23 00:03:24
171,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Ruth Potter,5242,31,"Pennsylvania, USA",False,0,59,2020-01-23 00:03:24
172,"RT @jenmercieca: Donald Trump is not popular.
Donald Trump was the least popular person to run for president in US history.
Donald Trump lo…",Brad,41180,460,,False,0,4,2020-01-23 00:03:23
173,RT @maxedge051: Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says yes https://t.co/thExsF9WDB,270 is All That Matters,62190,1082,,False,0,37,2020-01-23 00:03:23
174,"RT @charliekirk11: Imagine the media outrage if Donald Trump did something like this

🤔

 https://t.co/K2H2y3m73L",Roberto Perez,141279,595,,False,0,919,2020-01-23 00:03:22
175,"RT @PeteButtigieg: Donald Trump faked a medical condition to avoid serving. He’s never had to sacrifice a day in his life.

He will never u…",MakeAmericaSaneAgain,8404,264,United States,False,0,2574,2020-01-23 00:03:22
176,RT @RawStory: #AdamSchiffROCKS trends nationwide as House manager begins the prosecution of Donald Trump https://t.co/wIJE0NXXUn,janettwokay,257006,6940,Silicon Valley,False,0,508,2020-01-23 00:03:22
177,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Remove the Pres.,80843,519,"Pennsylvania, USA",False,0,2652,2020-01-23 00:03:22
178,"It sounds like 
Donald John Trump 
is panicking",Opinionated👁,23238,4708,Michigan - LosAngeles,False,0,0,2020-01-23 00:03:22
179,"RT @nodank_: Donald Trump “is a disaster for a democracy.” Don’t take my word for it, take his. 

Thanks for your support @eawinter1, @mike…",TJohn🌊🌊🌊,57328,6267,Texas (We're getting better),False,0,7,2020-01-23 00:03:21
180,"RT @Feisty_FL: Hey Hakim Jeffries, how come it’s ok to call President Trump, Donald John Trump and it’s not ok to call President Obama, Bar…",Super Saiyan Toad,5864,296,Who knows? Who cares?,False,0,50,2020-01-23 00:03:21
181,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",JCkungfu,18718,122,,False,0,983,2020-01-23 00:03:20
182,"RT @HouseIntel: Donald Trump felt that Ukraine owed him.

His main focus before releasing the aid was what he would get in return.

But it'…",Positive Democrats,84621,1875,"North Carolina, USA",False,0,1002,2020-01-23 00:03:20
183,RT @neilcgreen: Donald Trump is a Wotsit in a suit.,❤Intrl #rugbyleague🏉🌎🐺🍁@RLWC2021,32884,807,Costa del Brid 🌞,False,0,1,2020-01-23 00:03:20
184,@miffythegamer @HenselLosch Why do these people / men find it OK to belittle Greta Thunberg - a brave role model fo… https://t.co/OkID456tmR,Hold my bag,3632,415,U.K.  ,False,0,0,2020-01-23 00:03:20
185,RT @ericgarland: ✅ Paid about the same to Cambridge Analytica as Donald Trump and lost anyway 😂 https://t.co/pQu8jtkUIC,L Wms,112654,398,,False,0,53,2020-01-23 00:03:20
186,"RT @Feisty_FL: Hey Hakim Jeffries, how come it’s ok to call President Trump, Donald John Trump and it’s not ok to call President Obama, Bar…",🌩️🌩️🌩️STQRM⭐⭐⭐,4611,2171,,False,0,50,2020-01-23 00:03:20
187,@ABC 'The Simpsons' predicted President Donald Trump's death and showed him lying in a coffin. they didn’t predict… https://t.co/ez9H6gK0LQ,Fo'ad,2707,84,United States,False,0,0,2020-01-23 00:03:20
188,"@jenmercieca Donald Trump is a #sadopoulist.

https://t.co/u5Wifxy8jR https://t.co/mHypMh8X4Y",Braddock the Agrarian (he/him/his),106881,2543,NO LISTS!,False,0,0,2020-01-23 00:03:20
189,RT @RussOnPolitics: @DavidJollyFL Congressman Adam Schiff has delivered masterstroke after masterstroke during the entire impeachment proce…,Dave Quast 🇺🇸,170596,8053,UES of Los Angeles,False,0,73,2020-01-23 00:03:18
190,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Black Eyed Suz 🆘🆘,7580,1816,"Michigan, USA",False,0,2652,2020-01-23 00:03:18
191,"RT @abutler04: Lawsuit:
Donald and Ivanka Trump Were Involved in Inauguration’s Inflated Payments to Their  Family Business. https://t.co/j…",neeraja (aka bad indian girl),350307,3968,SF/NYC,False,0,26,2020-01-23 00:03:18
192,"RT @HMeemaw: The only ""witness trade"" I would be interested would put Donald Trump on the stand.
https://t.co/547vnqQOMl",Jess In Texas,200567,2217,,False,0,7,2020-01-23 00:03:18
193,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",🆘 LLMich7 🌊 🔆,133162,13637,"New York, USA",False,0,176,2020-01-23 00:03:17
194,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",Rick Capitan Jefe®,218439,897,☯ Mother Earth Tierra Firme♋ ,False,0,39,2020-01-23 00:03:16
195,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",💥🄰🄽🄳🅁🄴🄰💥,24175,816,United States,False,0,1589,2020-01-23 00:03:16
196,Fact-checking Trump's defense: 'They got their money' https://t.co/PbgCZdfnFE via @nbcnews  Lying Wanker!!,Lori Lee,125891,993,"Colorado,  USA ",False,0,0,2020-01-23 00:03:16
197,"RT @CraigRozniecki: Dems: ""We're impeaching Donald J. Trump for obstructing Congress.""

Reps: ""He didn't obstruct Congress. Prove that he o…",🎶 𝑮𝒊𝒏𝒂 𝑺𝒄𝒐𝒇𝒊𝒆𝒍𝒅 🎶,10193,3856,"Overland Park, KS",False,0,841,2020-01-23 00:03:15
198,RT @votevets: We agree with @GeneralClark! It is a disgrace that Donald Trump minimized the brain injuries many troops suffer from. https:/…,Quokka,46822,1498,Beautiful State of Maine,False,0,123,2020-01-23 00:03:15
199,RT @PalmerReport: Donald Trump is losing his impeachment trial in the only way that matters https://t.co/ZhcIodA1Ku,Kuldeep Virdi ਕੁਲਦੀਪ ਵਿਰਦੀ,81441,611,"Ludhiana, Punjab, INDIA",False,0,7,2020-01-23 00:03:15
200,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,Dean,19140,1970,Canada,False,0,910,2020-01-23 00:03:15
201,RT @American1299: Trump to become first president to speak at the March for Life https://t.co/PP3tCH3obr #FoxNews,Michelle,54028,945,"Florida, USA",False,0,2,2020-01-23 00:03:15
202,RT @PhilipWegmann: Just Now: Donald Trump to become first president to speak live and in person at March for Life this Friday.,Mike⭐️⭐️⭐️,117164,9650,,False,0,233,2020-01-23 00:03:15
203,"https://t.co/J1UUI9rXSf
Facts behind Trump's false narrative of Giden corruption. https://t.co/23NsJcMBv4",AJ,77514,1043,"San Antonio, TX",False,0,0,2020-01-23 00:03:15
204,"RT @american2084: 💥What terrible things will Trump do after the corrupt GOP Senate exonerates him?

Trump has never been held accountable i…",Beth Knight,256523,8285,Upstate New York,False,0,31,2020-01-23 00:03:15
205,RT @true_pundit: ‘Donald Trump’s Worst Nightmare’ Imprisoned in El Chapo’s Former Cell in Manhattan https://t.co/o4LBs6UlMc,Fred Georg,29095,183,,False,0,4,2020-01-23 00:03:14
206,"RT @BrexitBetrayed: Brussels threatens ‘bare bones’ deal on toughest terms ever seen
 https://t.co/7jI7JDxmpR",Thomas W. Killick,10087,305,"Sandhurst, Berkshire ",False,0,192,2020-01-23 00:03:14
207,"RT @PalmerReport: Donald Trump's day so far:

- Confesses that he's sitting on incriminating evidence against himself
- The idiot just scre…",Maria Lorraine,20315,318,,False,0,1581,2020-01-23 00:03:14
208,"RT @ReneeCarrollAZ: Every💕Heartbeat💕Matters

President Donald Trump Declares January 22nd ""National Sanctity of Human Life Day""
https://t.c…",Roger Hunt#ISTANDWITHDONCHERRY,6142,99,wnnipeg,False,0,148,2020-01-23 00:03:14
209,"RT @CTVAtlantic: ICYMI: Anchor @ADebisonCTV interviews Dr. Donald Ableson, an expert on Canada-U.S. relations at St. Francis Xavier Univers…",Wesley Coughlan,335953,1442,"Miramichi, New Brunswick, CAN",False,0,1,2020-01-23 00:03:13
210,"RT @d_klein3: It is Wednesday, January 22, 2020.  One citizen, I call for the removal from office by any legal means, the impeached fascist…",seaport61,3017,109,"Wellsboro, PA",False,0,2,2020-01-23 00:03:13
211,"@kenolin1 @BarackObama “We help him, so he has to help us.”
And there it is- Donald Trump in a nutshell. 

#QuidProQuo",Allen,3846,82,Exploring the Back of Beyond,False,0,0,2020-01-23 00:03:11
212,"@tedcruz That old arguing point was disproved, are you paying attention? The only corruption was Donald J. Trump's… https://t.co/3K7dwOYZSu",Greg Foos,1598,380,"Washington, USA",False,0,0,2020-01-23 00:03:11
